155,1995,1,7,17,,,,,,,
156,1995,4,7,,,,,,,,
157,1995,4,17,,,,,,,,
158,1995,1,3,,,,,,,,
159,1995,5,7,13,,,,,,,
160,1995,0,1,13,15,,,,,,
161,1995,7,16,17,,,,,,,
162,1994,6,,,,,,,,,
163,1995,0,14,18,,,,,,,
164,1995,5,9,13,16,,,,,,
165,1995,0,5,16,,,,,,,
166,1995,4,5,7,,,,,,,
167,1995,7,,,,,,,,,
168,1995,0,7,14,,,,,,,
169,1995,1,3,7,,,,,,,
170,1995,0,1,5,16,,,,,,
171,1995,4,7,,,,,,,,
172,1995,0,15,16,,,,,,,
173,1995,0,5,15,,,,,,,
174,1995,4,,,,,,,,,
175,1995,7,,,,,,,,,
176,1995,4,,,,,,,,,
177,1995,10,,,,,,,,,
178,1993,4,7,,,,,,,,
179,1995,7,14,,,,,,,,
180,1995,4,14,,,,,,,,
181,1995,0,3,,,,,,,,
182,1995,7,14,,,,,,,,
183,1994,4,10,16,,,,,,,
184,1994,7,,,,,,,,,
185,1995,0,5,16,,,,,,,
186,1995,4,14,,,,,,,,
187,1995,4,,,,,,,,,
188,1995,8,10,13,,,,,,,
189,1995,4,8,,,,,,,,
190,1995,16,,,,,,,,,
191,1995,7,14,,,,,,,,
192,1995,6,,,,,,,,,
193,1995,7,,,,,,,,,
194,1995,4,7,,,,,,,,
195,1995,4,7,14,,,,,,,
196,1995,10,15,,,,,,,,
197,1995,7,,,,,,,,,
198,1995,0,5,7,13,15,16,,,,
199,1964,7,12,14,,,,,,,
200,1995,16,,,,,,,,,
201,1995,7,8,,,,,,,,
202,1995,7,14,,,,,,,,
203,1995,4,,,,,,,,,
204,1995,0,,,,,,,,,
205,1995,4,7,,,,,,,,
206,1995,6,,,,,,,,,
207,1995,7,14,,,,,,,,
208,1995,0,1,15,,,,,,,
209,1995,7,,,,,,,,,
210,1995,18,,,,,,,,,
211,1994,7,,,,,,,,,
212,1995,1,4,5,13,,,,,,
213,1994,7,,,,,,,,,
214,1994,7,17,,,,,,,,
215,1995,7,14,,,,,,,,
216,1995,4,,,,,,,,,
217,1995,7,16,,,,,,,,
218,1995,4,7,,,,,,,,
219,1995,7,,,,,,,,,
220,1995,10,,,,,,,,,
222,1995,7,14,,,,,,,,
223,1994,4,,,,,,,,,
224,1995,4,7,14,,,,,,,
225,1994,7,16,,,,,,,,
226,1995,16,,,,,,,,,
227,1994,0,16,,,,,,,,
228,1995,4,,,,,,,,,
229,1994,7,16,,,,,,,,
230,1995,7,16,,,,,,,,
231,1994,1,4,,,,,,,,
232,1994,4,7,14,,,,,,,
233,1994,7,,,,,,,,,
234,1994,4,,,,,,,,,
235,1994,4,7,,,,,,,,
236,1995,0,4,14,,,,,,,
237,1995,4,14,,,,,,,,
238,1995,1,3,,,,,,,,
239,1995,2,3,4,14,,,,,,
240,1995,16,,,,,,,,,
241,1995,3,7,,,,,,,,
242,1994,7,12,,,,,,,,
243,1995,3,4,8,,,,,,,
244,1995,2,3,,,,,,,,
245,1994,5,7,,,,,,,,
246,1994,6,,,,,,,,,
247,1994,5,7,,,,,,,,
248,1994,4,,,,,,,,,
249,1994,7,14,,,,,,,,
250,1995,3,4,,,,,,,,
251,1995,0,,,,,,,,,
252,1994,4,14,,,,,,,,
253,1994,7,10,,,,,,,,
254,1995,7,,,,,,,,,
255,1995,4,,,,,,,,,
256,1994,4,15,,,,,,,,
257,1995,13,16,,,,,,,,
258,1995,1,3,4,8,14,,,,,
259,1995,5,7,16,,,,,,,
260,1977,0,1,15,,,,,,,
261,1994,7,,,,,,,,,
262,1995,3,7,,,,,,,,
263,1994,7,,,,,,,,,
264,1994,7,,,,,,,,,
265,1992,7,8,14,,,,,,,
266,1994,7,14,17,18,,,,,,
267,1995,4,,,,,,,,,
268,1994,5,7,,,,,,,,
269,1993,7,,,,,,,,,
270,1994,7,14,,,,,,,,
271,1995,7,,,,,,,,,
272,1994,4,7,,,,,,,,
273,1994,7,10,15,,,,,,,
274,1995,4,,,,,,,,,
275,1994,4,,,,,,,,,
276,1994,4,14,,,,,,,,
277,1994,7,,,,,,,,,
278,1995,4,,,,,,,,,
279,1995,7,,,,,,,,,
280,1995,7,16,,,,,,,,
281,1994,4,7,14,,,,,,,
282,1994,7,,,,,,,,,
283,1995,5,7,,,,,,,,
284,1993,0,5,,,,,,,,
285,1993,7,10,,,,,,,,
286,1995,0,15,16,,,,,,,
287,1994,4,14,,,,,,,,
288,1994,0,5,16,,,,,,,
289,1994,4,14,,,,,,,,
290,1994,5,7,,,,,,,,
291,1996,7,16,,,,,,,,
292,1995,0,7,15,16,,,,,,
293,1994,0,5,7,16,,,,,,
294,1995,4,14,,,,,,,,
295,1995,4,14,,,,,,,,
296,1994,4,5,7,16,,,,,,
297,1995,7,,,,,,,,,
298,1992,7,,,,,,,,,
299,1994,7,,,,,,,,,
300,1994,7,,,,,,,,,
301,1994,7,14,,,,,,,,
302,1994,7,14,,,,,,,,
303,1995,0,16,18,,,,,,,
304,1995,4,7,,,,,,,,
305,1994,4,,,,,,,,,
306,1994,7,,,,,,,,,
307,1993,7,,,,,,,,,
308,1994,4,7,,,,,,,,
309,1994,7,,,,,,,,,
310,1995,4,,,,,,,,,
311,1994,10,16,,,,,,,,
312,1995,4,,,,,,,,,
313,1994,2,3,,,,,,,,
314,1994,3,7,8,13,,,,,,
315,1994,0,7,16,,,,,,,
316,1994,0,1,15,,,,,,,
317,1994,4,7,8,,,,,,,
318,1994,5,7,,,,,,,,
319,1994,4,7,16,,,,,,,
320,1993,9,16,,,,,,,,
321,1993,7,,,,,,,,,
322,1995,4,7,,,,,,,,
324,1994,4,7,,,,,,,,
325,1995,4,,,,,,,,,
326,1994,7,,,,,,,,,
327,1995,0,4,15,,,,,,,
328,1995,10,16,,,,,,,,
329,1994,1,7,15,,,,,,,
330,1995,0,5,10,,,,,,,
331,1994,7,,,,,,,,,
332,1995,10,15,,,,,,,,
333,1995,4,,,,,,,,,
334,1994,7,,,,,,,,,
335,1995,13,16,,,,,,,,
336,1995,7,17,,,,,,,,
337,1993,7,,,,,,,,,
338,1995,0,15,16,,,,,,,
339,1995,4,14,,,,,,,,
340,1994,1,7,17,,,,,,,
341,1994,7,,,,,,,,,
342,1994,4,,,,,,,,,
343,1995,3,,,,,,,,,
344,1994,4,,,,,,,,,
345,1994,4,7,,,,,,,,
346,1993,7,12,,,,,,,,
347,1992,7,9,14,,,,,,,
348,1994,4,,,,,,,,,
349,1994,0,5,7,16,,,,,,
350,1994,7,13,16,,,,,,,
351,1994,4,7,14,,,,,,,
352,1994,4,7,,,,,,,,
353,1994,0,5,8,16,,,,,,
354,1994,7,,,,,,,,,
355,1994,3,4,8,,,,,,,
356,1994,4,7,14,17,,,,,,
357,1994,4,14,,,,,,,,
358,1995,7,,,,,,,,,
359,1994,4,7,14,,,,,,,
360,1994,0,4,,,,,,,,
361,1994,4,7,14,,,,,,,
362,1994,1,3,14,,,,,,,
363,1993,6,,,,,,,,,
364,1994,1,2,3,7,11,12,,,,
365,1993,7,,,,,,,,,
366,1994,7,10,13,16,,,,,,
367,1994,0,4,5,8,,,,,,
368,1994,1,4,18,,,,,,,
369,1994,7,,,,,,,,,
370,1994,0,4,,,,,,,,
371,1994,4,7,,,,,,,,
372,1994,4,7,14,,,,,,,
373,1992,16,,,,,,,,,
374,1994,3,4,,,,,,,,
375,1994,7,,,,,,,,,
376,1994,0,16,,,,,,,,
377,1994,0,14,16,,,,,,,
378,1994,4,14,,,,,,,,
379,1994,0,15,16,,,,,,,
380,1994,0,1,4,14,16,,,,,
381,1994,7,14,,,,,,,,
382,1994,7,10,14,16,,,,,,
383,1994,18,,,,,,,,,
384,1995,0,5,7,,,,,,,
385,1994,7,,,,,,,,,
386,1994,7,,,,,,,,,
387,1994,0,4,,,,,,,,
388,1995,7,,,,,,,,,
389,1994,7,14,17,,,,,,,
390,1965,0,5,7,,,,,,,
391,1994,5,7,,,,,,,,
392,1993,1,2,,,,,,,,
393,1994,0,1,8,,,,,,,
394,1995,4,,,,,,,,,
395,1995,7,8,14,,,,,,,
396,1995,7,,,,,,,,,
397,1995,10,,,,,,,,,
398,1995,6,,,,,,,,,
399,1995,7,,,,,,,,,
400,1995,7,,,,,,,,,
401,1995,0,16,,,,,,,,
402,1996,4,,,,,,,,,
403,1995,4,5,7,,,,,,,
404,1994,6,,,,,,,,,
405,1994,0,8,,,,,,,,
406,1994,7,,,,,,,,,
407,1995,10,16,,,,,,,,
408,1994,7,,,,,,,,,
409,1994,5,7,,,,,,,,
410,1993,3,4,8,,,,,,,
411,1994,4,6,,,,,,,,
412,1993,7,,,,,,,,,
413,1994,4,,,,,,,,,
414,1994,4,,,,,,,,,
415,1993,4,16,,,,,,,,
416,1994,18,,,,,,,,,
417,1994,4,14,,,,,,,,
418,1993,7,,,,,,,,,
419,1993,4,,,,,,,,,
420,1994,0,4,5,16,,,,,,
421,1994,1,3,7,,,,,,,
422,1994,16,,,,,,,,,
423,1994,0,16,,,,,,,,
424,1994,7,,,,,,,,,
425,1994,7,14,,,,,,,,
426,1993,10,15,16,,,,,,,
427,1993,7,13,14,16,,,,,,
428,1993,7,,,,,,,,,
429,1994,4,,,,,,,,,
430,1993,4,7,,,,,,,,
431,1993,5,7,,,,,,,,
432,1994,1,4,18,,,,,,,
433,1994,4,,,,,,,,,
434,1993,0,1,16,,,,,,,
435,1993,4,15,,,,,,,,
436,1994,7,16,,,,,,,,
437,1994,4,,,,,,,,,
438,1994,0,4,7,,,,,,,
439,1993,7,,,,,,,,,
440,1993,4,14,,,,,,,,
441,1993,4,,,,,,,,,
442,1993,0,1,15,,,,,,,
443,1994,1,6,,,,,,,,
444,1993,4,14,,,,,,,,
445,1993,4,,,,,,,,,
446,1993,7,14,,,,,,,,
447,1994,4,14,,,,,,,,
448,1993,7,,,,,,,,,
449,1994,4,,,,,,,,,
450,1994,4,7,,,,,,,,
451,1993,7,13,14,,,,,,,
452,1994,7,,,,,,,,,
453,1993,4,14,,,,,,,,
454,1993,7,16,,,,,,,,
455,1993,1,3,7,,,,,,,
456,1994,5,7,16,,,,,,,
457,1993,16,,,,,,,,,
458,1993,7,18,,,,,,,,
459,1994,0,1,5,7,14,16,,,,
460,1994,4,,,,,,,,,
461,1994,7,14,,,,,,,,
462,1994,0,1,,,,,,,,
463,1993,5,7,16,,,,,,,
464,1993,0,1,5,16,,,,,,
465,1993,0,7,17,,,,,,,
466,1993,0,4,17,,,,,,,
467,1995,4,,,,,,,,,
468,1995,4,14,,,,,,,,
469,1993,7,14,,,,,,,,
470,1994,4,,,,,,,,,
471,1994,4,,,,,,,,,
472,1994,4,7,,,,,,,,
473,1994,4,17,,,,,,,,
474,1993,0,16,,,,,,,,
475,1993,7,,,,,,,,,
476,1994,4,7,,,,,,,,
477,1993,7,12,,,,,,,,
478,1994,4,5,7,,,,,,,
479,1993,0,5,16,,,,,,,
480,1993,0,1,15,16,,,,,,
481,1993,7,16,,,,,,,,
482,1994,5,7,16,,,,,,,
483,1993,7,,,,,,,,,
484,1994,1,3,,,,,,,,
485,1993,0,1,4,8,,,,,,
486,1993,4,,,,,,,,,
487,1994,4,18,,,,,,,,
488,1993,7,14,,,,,,,,
489,1993,4,,,,,,,,,
490,1993,16,,,,,,,,,
491,1993,7,,,,,,,,,
492,1993,4,13,,,,,,,,
493,1993,0,5,7,,,,,,,
494,1996,0,1,16,,,,,,,
495,1976,7,,,,,,,,,
496,1994,4,7,14,16,,,,,,
497,1993,4,14,,,,,,,,
498,1993,7,14,,,,,,,,
499,1993,4,14,,,,,,,,
500,1993,4,7,,,,,,,,
501,1993,7,,,,,,,,,
502,1994,0,3,14,,,,,,,
503,1994,7,,,,,,,,,
504,1994,0,7,15,,,,,,,
505,1994,4,,,,,,,,,
506,1992,7,8,14,,,,,,,
507,1993,5,7,16,,,,,,,
508,1993,7,,,,,,,,,
509,1993,7,14,,,,,,,,
510,1993,7,,,,,,,,,
511,1993,0,7,,,,,,,,
512,1994,10,15,,,,,,,,
513,1994,4,13,14,,,,,,,
514,1994,4,,,,,,,,,
515,1993,7,14,,,,,,,,
516,1994,4,7,,,,,,,,
517,1993,0,7,13,,,,,,,
518,1994,4,,,,,,,,,
519,1993,0,5,7,15,16,,,,,
520,1993,4,,,,,,,,,
521,1993,5,16,,,,,,,,
522,1992,0,7,,,,,,,,
523,1993,7,,,,,,,,,
524,1993,7,,,,,,,,,
525,1993,7,,,,,,,,,
526,1992,7,,,,,,,,,
527,1993,7,17,,,,,,,,
528,1994,4,7,,,,,,,,
529,1993,7,,,,,,,,,
530,1994,7,,,,,,,,,
531,1993,3,7,,,,,,,,
532,1994,4,5,10,,,,,,,
533,1994,0,1,8,13,,,,,,
534,1993,7,14,,,,,,,,
535,1993,7,,,,,,,,,
536,1994,7,,,,,,,,,
537,1994,7,,,,,,,,,
538,1993,7,,,,,,,,,
539,1993,4,7,14,,,,,,,
540,1993,16,,,,,,,,,
541,1982,0,15,16,,,,,,,
542,1993,4,7,14,,,,,,,
543,1993,4,14,16,,,,,,,
544,1993,0,5,,,,,,,,
545,1985,7,,,,,,,,,
546,1993,0,1,3,4,8,15,,,,
547,1994,0,1,16,,,,,,,
548,1994,0,13,16,,,,,,,
549,1993,7,12,,,,,,,,
550,1994,4,14,,,,,,,,
551,1993,2,3,8,12,,,,,,
552,1993,0,1,4,14,,,,,,
553,1993,0,7,18,,,,,,,
554,1994,5,7,16,,,,,,,
555,1993,5,16,,,,,,,,
556,1993,6,,,,,,,,,
558,1994,0,1,2,3,8,,,,,
559,1993,4,,,,,,,,,
560,1994,7,,,,,,,,,
561,1994,7,16,,,,,,,,
562,1995,4,7,,,,,,,,
563,1993,7,14,,,,,,,,
564,1994,4,,,,,,,,,
565,1993,7,10,,,,,,,,
566,1994,4,14,,,,,,,,
567,1993,4,7,,,,,,,,
568,1993,4,7,,,,,,,,
569,1994,4,7,,,,,,,,
570,1993,4,7,,,,,,,,
571,1994,7,14,,,,,,,,
572,1994,7,,,,,,,,,
573,1992,7,,,,,,,,,
574,1994,4,7,,,,,,,,
575,1994,3,4,,,,,,,,
576,1993,4,,,,,,,,,
577,1994,1,3,7,,,,,,,
579,1993,5,16,,,,,,,,
580,1994,7,,,,,,,,,
581,1995,6,,,,,,,,,
582,1993,4,7,,,,,,,,
583,1994,4,7,,,,,,,,
584,1993,7,14,,,,,,,,
585,1995,4,,,,,,,,,
586,1990,3,4,,,,,,,,
587,1990,4,7,8,14,16,,,,,
588,1992,1,2,3,4,12,,,,,
589,1991,0,15,,,,,,,,
590,1990,1,7,18,,,,,,,
591,1995,0,7,16,,,,,,,
592,1989,0,5,16,,,,,,,
593,1991,5,10,16,,,,,,,
594,1937,2,3,7,8,12,,,,,
595,1991,2,3,8,11,12,14,,,,
596,1940,2,3,8,12,,,,,,
597,1990,4,14,,,,,,,,
598,1994,4,8,,,,,,,,
599,1969,1,18,,,,,,,,
600,1994,0,4,5,,,,,,,
601,1994,7,,,,,,,,,
602,1994,6,,,,,,,,,
603,1995,4,,,,,,,,,
604,1996,6,,,,,,,,,
605,1996,7,14,,,,,,,,
606,1995,8,10,,,,,,,,
607,1993,7,,,,,,,,,
608,1996,4,5,7,16,,,,,,
609,1996,1,3,,,,,,,,
610,1981,0,1,2,10,15,,,,,
611,1996,0,10,15,,,,,,,
612,1996,4,,,,,,,,,
613,1996,7,14,,,,,,,,
614,1994,7,16,,,,,,,,
615,1973,4,7,,,,,,,,
616,1970,2,3,,,,,,,,
617,1995,4,7,,,,,,,,
618,1995,4,14,,,,,,,,
619,1996,4,,,,,,,,,
620,1991,7,,,,,,,,,
621,1993,7,,,,,,,,,
623,1995,14,,,,,,,,,
624,1995,0,7,16,,,,,,,
625,1990,7,,,,,,,,,
626,1996,4,,,,,,,,,
627,1995,7,16,,,,,,,,
628,1996,5,7,13,16,,,,,,
629,1995,7,,,,,,,,,
630,1996,7,14,,,,,,,,
631,1996,1,2,3,8,12,14,,,,
632,1995,7,17,,,,,,,,
633,1995,4,,,,,,,,,
634,1995,4,,,,,,,,,
635,1996,4,7,,,,,,,,
636,1995,7,,,,,,,,,
637,1996,4,,,,,,,,,
638,1995,14,,,,,,,,,
639,1996,4,7,,,,,,,,
640,1996,7,16,,,,,,,,
641,1994,1,3,4,,,,,,,
642,1995,7,,,,,,,,,
643,1996,4,,,,,,,,,
644,1996,4,,,,,,,,,
645,1995,7,,,,,,,,,
647,1996,0,5,7,17,,,,,,
648,1996,0,1,13,16,,,,,,
649,1995,4,7,,,,,,,,
650,1996,7,,,,,,,,,
651,1996,4,,,,,,,,,
652,1995,10,13,16,,,,,,,
653,1996,0,1,8,,,,,,,
654,1996,7,14,,,,,,,,
655,1995,4,,,,,,,,,
656,1996,4,,,,,,,,,
657,1994,4,7,,,,,,,,
658,1995,7,12,,,,,,,,
659,1960,5,7,16,,,,,,,
660,1996,7,,,,,,,,,
661,1996,1,2,3,8,12,,,,,
662,1996,16,,,,,,,,,
663,1996,4,,,,,,,,,
664,1996,4,,,,,,,,,
665,1995,4,7,17,,,,,,,
666,1995,7,14,17,,,,,,,
667,1996,0,,,,,,,,,
668,1955,7,,,,,,,,,
670,1959,7,,,,,,,,,
671,1996,4,15,,,,,,,,
672,1995,7,,,,,,,,,
673,1996,1,2,3,4,8,15,,,,
674,1968,1,4,15,,,,,,,
675,1994,0,7,16,,,,,,,
676,1996,4,10,15,,,,,,,
678,1993,7,16,,,,,,,,
679,1995,7,,,,,,,,,
680,1965,7,13,14,15,16,,,,,
681,1981,5,,,,,,,,,
682,1994,6,7,,,,,,,,
683,1993,6,,,,,,,,,
684,1980,7,,,,,,,,,
685,1996,7,,,,,,,,,
687,1994,7,14,,,,,,,,
688,1995,0,1,4,17,,,,,,
690,1995,7,14,,,,,,,,
691,1996,4,14,,,,,,,,
692,1996,0,15,16,,,,,,,
693,1994,7,,,,,,,,,
694,1996,0,5,7,,,,,,,
695,1996,13,16,,,,,,,,
696,1995,7,16,,,,,,,,
697,1996,7,14,,,,,,,,
698,1995,7,,,,,,,,,
699,1991,7,,,,,,,,,
700,1995,4,,,,,,,,,
701,1992,7,,,,,,,,,
702,1968,7,,,,,,,,,
703,1996,7,,,,,,,,,
704,1996,0,1,,,,,,,,
705,1996,4,,,,,,,,,
706,1996,7,,,,,,,,,
707,1996,5,7,16,,,,,,,
708,1996,4,14,,,,,,,,
709,1988,1,2,3,4,12,,,,,
710,1996,4,,,,,,,,,
711,1996,1,3,,,,,,,,
712,1994,5,7,14,16,,,,,,
713,1994,7,,,,,,,,,
714,1995,7,13,18,,,,,,,
715,1995,7,14,,,,,,,,
716,1975,5,,,,,,,,,
717,1995,4,,,,,,,,,
718,1993,4,8,15,,,,,,,
719,1996,4,,,,,,,,,
720,1996,1,2,4,,,,,,,
721,1995,7,,,,,,,,,
722,1996,6,,,,,,,,,
723,1986,7,,,,,,,,,
724,1996,7,8,10,16,,,,,,
725,1996,4,,,,,,,,,
726,1996,7,,,,,,,,,
727,1995,6,,,,,,,,,
728,1995,4,,,,,,,,,
729,1995,7,,,,,,,,,
730,1994,7,,,,,,,,,
731,1996,5,16,,,,,,,,
732,1996,5,,,,,,,,,
733,1996,0,1,16,,,,,,,
734,1996,4,,,,,,,,,
735,1994,10,,,,,,,,,
736,1996,0,1,14,16,,,,,,
737,1996,0,15,,,,,,,,
738,1995,7,,,,,,,,,
739,1996,4,,,,,,,,,
741,1995,2,15,,,,,,,,
742,1996,10,16,,,,,,,,
743,1996,4,,,,,,,,,
744,1995,7,,,,,,,,,
745,1995,2,3,4,,,,,,,
746,1948,9,,,,,,,,,
747,1996,4,,,,,,,,,
748,1996,0,15,16,,,,,,,
749,1943,7,,,,,,,,,
750,1964,4,17,,,,,,,,
751,1992,4,10,,,,,,,,
752,1992,4,6,14,,,,,,,
753,1995,4,7,14,,,,,,,
754,1995,1,3,,,,,,,,
755,1950,3,7,,,,,,,,
756,1994,6,,,,,,,,,
757,1994,7,,,,,,,,,
758,1992,7,,,,,,,,,
759,1994,6,,,,,,,,,
760,1993,7,17,,,,,,,,
761,1996,0,1,,,,,,,,
762,1996,4,5,,,,,,,,
763,1996,4,7,,,,,,,,
764,1995,7,14,,,,,,,,
765,1996,4,7,,,,,,,,
766,1996,7,,,,,,,,,
767,1995,4,7,,,,,,,,
768,1995,7,,,,,,,,,
769,1996,6,,,,,,,,,
770,1946,7,,,,,,,,,
771,1987,4,7,,,,,,,,
772,1992,4,,,,,,,,,
773,1973,7,,,,,,,,,
774,1982,7,,,,,,,,,
775,1968,10,13,,,,,,,,
776,1994,4,7,,,,,,,,
777,1995,17,,,,,,,,,
778,1996,4,5,7,,,,,,,
779,1997,7,14,,,,,,,,
780,1996,0,1,15,16,,,,,,
781,1996,7,,,,,,,,,
782,1996,7,16,,,,,,,,
783,1996,2,3,7,12,14,,,,,
784,1996,4,16,,,,,,,,
785,1996,4,,,,,,,,,
786,1996,0,7,16,,,,,,,
787,1995,6,,,,,,,,,
788,1996,4,8,14,15,,,,,,
789,1990,7,,,,,,,,,
790,1994,7,,,,,,,,,
791,1994,6,,,,,,,,,
792,1987,8,,,,,,,,,
793,1993,7,,,,,,,,,
794,1994,4,7,,,,,,,,
795,1994,7,,,,,,,,,
796,1974,7,,,,,,,,,
797,1991,4,,,,,,,,,
798,1996,0,1,7,16,,,,,,
799,1996,4,10,16,,,,,,,
800,1996,7,13,18,,,,,,,
801,1996,3,4,,,,,,,,
802,1996,7,14,,,,,,,,
803,1996,4,7,14,,,,,,,
804,1996,4,14,,,,,,,,
805,1996,7,16,,,,,,,,
806,1996,5,7,,,,,,,,
807,1995,4,14,,,,,,,,
808,1996,1,3,,,,,,,,
809,1996,0,1,,,,,,,,
810,1996,3,4,8,,,,,,,
812,1994,7,,,,,,,,,
813,1996,4,,,,,,,,,
814,1995,7,,,,,,,,,
815,1996,0,13,16,,,,,,,
816,1995,7,,,,,,,,,
818,1996,4,,,,,,,,,
819,1993,4,7,,,,,,,,
820,1956,7,,,,,,,,,
821,1995,7,14,,,,,,,,
822,1992,7,14,17,,,,,,,
823,1967,7,,,,,,,,,
824,1993,7,13,,,,,,,,
825,1996,4,14,,,,,,,,
826,1995,7,,,,,,,,,
827,1995,7,,,,,,,,,
828,1996,1,3,,,,,,,,
829,1996,4,8,12,,,,,,,
830,1996,4,,,,,,,,,
831,1995,7,,,,,,,,,
832,1996,5,16,,,,,,,,
833,1996,4,,,,,,,,,
834,1996,4,,,,,,,,,
835,1996,7,,,,,,,,,
